id;name;taggings_count;kind
3893;Danza.;1;
3894;PrEP;1;
3895;Fuentelarreyna;1;
3896;comunicacion;2;
3897;contenedores soterrados;2;
3898;QOGKRT;1;
3899;MUOZQY;1;
3900;flexibilidad;1;
3901;"Retiro; Callejero";1;
3902;"movilidad; Hortaleza";2;
3903;Metro perrro;1;
3904;caca;2;
3905;madrugada;1;
3906;apagar;1;
3907;Relación de la ciudadanía de Madrid c...;1;
3908;parque Pablo Sorozábal;1;
3909;Chinatown;1;
3910;inmigracion;1;
3912;asociaciones juveniles;1;
3913;cesión de espacios;1;
3914;mochilas;1;
3915;taquillas;4;
3916;colegio;5;
3917;espalda;1;
3920;M-11;1;
3921;Aparcamiento-regulado;5;
3922;nuevo modelo de ciudad;1;
3923;mejor ciudad;1;
3924;coser Madrid;1;
3925;completar la ciudad;1;
3926;embellecer Madrid;1;
3927;mejorar la ciudad;2;
3928;ciudad más habitable;1;
3929;Sanidad pública transparente;1;
3930;Parking público;1;
3931;Centros deportivos municipales;2;
3932;luminoso;1;
3933;digital;2;
3934;políticas sociales y educativas;2;
3935;Estación medidora contaminación.;1;
3937;tarjeta azul;1;
3938;educacionales;1;
3939;uCiudad Lineal;1;
3940;Aeropuerto Barajas;2;
3941;movilidad Las Tablas;1;
3942;coordinación territorial;1;
3943;saneamiento;1;
3944;calles franquistas;1;
3945;FUERA JARDINERAS GRAN VIA VILLAVERDE;1;
3946;DONDE TRABAJAMOS.;1;
3947;Claridad en la campaña por la limpiez...;1;
3948;Carteles educativos en varios idiomas;1;
3949;AYUDAS DEPENDIENTES Y TERCERA EDAD;2;
3950;Drogodependencia;1;
3951;leche materna;1;
3952;derrumbes;1;
3953;Educacion Social;2;
3954;Extrahospitalaria;1;
3955;Urgencias;1;
3956;vida peatonal;1;
3957;Adolescencia.;1;
3958;Latina''Economia;1;
3959;honradez;2;
3960;valentía;1;
3961;energética;1;
3962;tenencia responsable;1;
3963;hospital público veterinario;1;
3964;auditorias;1;
3965;Opera;2;
3966;parque lineal;1;
3967;colegios concertados;1;
3968;calidad de aire;2;
3971;"sostenibilidad;";2;
3973;"empleo;";2;
3974;"economía;derechos sociales";1;
3975;Asociaciones;382;category
3976;Cultura;3841;category
3977;Deportes;36;category
3978;Derechos Sociales;3725;category
3979;Distritos;2854;category
3980;Economía;589;category
3981;Empleo;451;category
3982;Equidad;1770;category
3983;Sostenibilidad;5824;category
3984;Participación;1634;category
3985;Movilidad;5465;category
3986;Medios;295;category
3987;Salud;507;category
3988;Transparencia;550;category
3989;Seguridad y Emergencias;2409;category
3990;Medio Ambiente;6561;category
3991;Urbanismo;60;category
3992;Preservar la estatua de la Plaza de l...;1;
3993;divorcio;1;
3994;custodia comparatida;1;
3995;BKRVFZ;1;
3996;enfermeroescolar;1;
3997;alumnos;2;
3998;decisión ciudadana;1;
3999;democracia real;1;
4000;duración fase ambar;1;
4001;afán recaudador;2;
4002;Recogida de ropa;1;
4003;Cáritas;1;
4004;gobierno social;1;
4005;Ropa usada;1;
4006;NO A LA REFORMA  DE LA PLAZA ESPAÑA;1;
4007;ES INNECESARIO;1;
4008;HAY MUCHAS NECESIDADES  PARA EL PUEBL...;1;
4010;Derechos LGTBI;1;
4011;Homosexualidad;1;
4012;Represión;1;
4013;gays;1;
4014;lesbianas;1;
4015;bisexuales;1;
4016;trnasexuales;1;
4017;intersexuales;1;
4018;queer;1;
4019;Siglo XXI;1;
4020;transición;1;
4021;Asdopción;1;
4022;Sáhara Occidental;1;
4023;esther gómez;1;
4024;palacio de la música;2;
4025;pintura;1;
4026;calzada;4;
4027;bravo;1;
4028;murillo;1;
4029;cables alta tensión;1;
4030;parque cruces;1;
4031;Trámites Municipales;1;
4032;espacio político;1;
4033;nomeclatura;1;
4034;Descanso vecinal;2;
4035;contaminación acústica y ambiental;1;
4036;RelacionesInternacionales;1;
4037;"Transparencia;";1;
4038;Polideportivo Subida-Precios;1;
4039;Paseo Santa María De La Cabeza;1;
4040;"Alonso Martínez; Bilbao; Ruiz Giménez...";1;
4042;calle30;9;
4043;Madrid Sur;2;
4044;dióxido de titanio;1;
4045;Parque San Isidro Limpieza Fuentes;2;
4046;BICIMAD-MADRID RÍO;2;
4047;eléctricos;1;
4049;led;4;
4050;votar;3;
4051;iniciativa;1;
4053;"Transporte; tráfico";1;
4054;plazas de aparcamiento;4;
4055;Familia Equidad Movilidad;1;
4056;trabajo precario;2;
4057;Ley antitabaco R;1;
4058;Inculcar empatía;1;
4059;Respeto al ecosistema;1;
4060;personas y animales;1;
4062;Responsabilidad pública;1;
4064;Colectivos Dependientes;1;
4065;recogida;2;
4066;punto limpio;6;
4067;Participación.;2;
4068;Dimision de la consejala de cultura;1;
4069;Barrio del Pilar asentamiento  Gitano...;1;
4070;donacion;1;
4071;foodwaste;1;
4072;MEJORA URBANIZACIÓN HOSPITALES;1;
4073;Titeres;1;
4074;Espectaculos;1;
4076;distrito moncloa-aravaca;3;
4077;plaza españa;5;
4078;cuestionario;1;
4079;jorge garcía castaño;1;
4080;aparcamiento regulado;3;
4081;hospitalizaciones;1;
4082;Mdio ambiente;1;
4083;Empleo ayuntamiento cursos;1;
4084;Baile;4;
4085;Entretenimiento;2;
4086;movilidad Puente de Vallecas;2;
4087;MANTENIMIENTO ASFALTO.;2;
4088;actividades tradicionales;1;
4089;Derechas Sociales;1;
4090;discriminación sexual;1;
4091;comedor social;1;
4092;"asfaltado; aparcamiento";1;
4093;pavimentacion;1;
4094;Maltrato Hombre Mujer Personas;1;
4095;Transporte justo y asequible;1;
4096;jornada laboral;1;
4097;Cooperacion;1;
4098;ONGD;1;
4099;democracia directa;1;
4100;quorum;1;
4101;antidisturbios;1;
4102;Limpieza ministerios paseodelPrado lu...;1;
4103;Higuiene;2;
4104;plaza garaje;1;
4105;cochera;1;
4106;Movilidad peatonal;3;
4107;guardias;1;
4108;Apliaciones;1;
4109;desarrollo urbano sostenible;2;
4110;suscripción;1;
4111;pago por internet;1;
4112;automáticamente;1;
4113;Medio Ambiente Urbanismo Derechos Soc...;1;
4114;Vida sana;1;
4115;puestos;1;
4116;conciencia social;1;
4117;artesanía;4;
4118;motorista;1;
4119;pintura antideslizante;1;
4120;Educacion Deportes Urbanismo;1;
4121;amateur;1;
4122;musicoterapia;1;
4123;cancha deporte fiesta medio ambiente ...;1;
4124;carril bici pardo;1;
4125;ADLDPO;1;
4126;Bici Bicicleta Ciudad Sostenible Ciud...;1;
4127;Economia y Derechos Sociales;1;
4128;valdecarros;1;
4129;"Carril bici; Avenida Ilustración; mov...";1;
4130;Medio Ambiente. Salud. Sostenibilidad...;1;
4131;conexiones norte;1;
4132;Cultura. Movilidad;1;
4133;EMT Vicálvaro Valdebernardo 106 Trans...;1;
4134;prioridad semafórica;1;
4135;Medio Ambiente.  Limpieza;1;
4136;Educación para la ciudadanía;1;
4137;Equipamientos publicos;1;
4138;distritos  Mascotas;1;
4139;Arroyo del Fresno;3;
4140;Pitis;1;
4141;contenedores ropa;1;
4142;poda de árboles en Madrid.;1;
4143;refrescar;1;
4144;decide presupuestos participativos;1;
4145;Juan Carlos I;1;
4146;Defensa del entorno;1;
4147;Proteccion Animal.;1;
4149;"Urbanismo;Movilidad";1;
4151;"civismo; sostenibilidad;";1;
4152;Acuerdo;1;
4153;Plaza Conde del Valle Suchil;1;
4154;Paso de cebra;11;
4156;peaje;2;
4157;colaboración;2;
4158;vehículo;2;
4159;VALDELATAS;1;
4160;vertedero;1;
4161;Cultura asociaciones medios;2;
4162;Educación y derechos sociales;1;
4163;Fernando VI;1;
4164;Canillas Hortaleza;2;
4165;movilidad transportes búhos autobuses...;2;
4166;nidos;1;
4167;vencejos;1;
4168;murciélagos;1;
4169;rehabilitacion de edificios;1;
4170;Movilidad     Seguridad vial peatonal;6;
4171;Plaza de las Comendadoras;1;
4172;DIISTRITO LA GUINDALERA;1;
4173;sopladores de hojas;1;
4174;Residente;1;
4175;Atencion a la Ciudadanía;1;
4176;#TúPreguntas;4;
4177;Madrid internacional;1;
4178;"Excrementos ; perros ; limpieza";1;
4179;desempleo mayores .;1;
4180;VIVIENDAS PARA TODOS EN FUENCARRAL EL...;1;
4181;Centros de ocio libres para todos;1;
4182;cultura deportes salud;2;
4183;XUOSIJ;1;
4184;Toda la ciudad;7;
4185;Fuente;5;
4186;Belleza;2;
4187;"Movilidad; Sostenibilidad; Medio ambi...";1;
4189;DNPIPU;1;
4190;deportes Arguelles;1;
4191;EDUCACION PUBLICA;1;
4192;fibra óptica;1;
4193;redes;1;
4194;Asociacion de Vecinos Casa de Campo -...;1;
4196;gofit;2;
4197;parque canino;5;
4198;espacio canino;3;
4200;barrio prosperidad;1;
4201;Cuatro Torres;3;
4202;Jardín;3;
4203;parque forestal;1;
4204;Berta;1;
4205;sálvame;1;
4206;sociedad del espectáculo;1;
4207;EDUCACIÓN  CIVICA;1;
4210;PQQOWG;1;
4211;GXEGQI;1;
4212;administración electrónica;3;
4213;Anti-corrupción;1;
4214;Cumplimiento;4;
4215;área de prioridad residencial embajad...;1;
4216;reserva compartida;1;
4217;"Equidad"" ""Salud"" ""Derechos Sociales";1;
4218;guillermo zapata;1;
4219;tú preguntas;2;
4220;entrevista colectiva;1;
4221;Deortes;1;
4222;residencia ancianos;2;
4223;residencia mayores;1;
4224;residencia publica;1;
4225;Atganzuela;1;
4226;Robo de coches;1;
4227;Conciliación Laboral;1;
4232;Instalaciones al aire libre;3;
4233;Parque infantil;29;
4234;Lina Morgan;1;
4240;servicios publicos;2;
4241;plaza tirso de molina;1;
4242;mear en la calle;1;
4243;chino;1;
4244;asiatico;1;
4247;centro cultural;27;
4248;Mauricio Valiente;1;
4249;entrevistas colectivas;1;
4250;tercer teniente de alcalde;1;
4251;aluminio;1;
4252;LPSTMH;1;
4253;"PRIORIZACIÓN OPINIÓN RESIDENTES; SOST...";1;
4254;"aceras; pasos de cebra";3;
4255;Carpetana;1;
4256;charca de la rana;2;
4257;Comunicación de incidencias a través ...;1;
4260;YRXQCR;1;
4261;Distritos Moratalaz;1;
4264;Como tú o como yo Madrid siempre limpia;1;
4266;presupuestos participativos;20;
4267;Calidad de vida ciudadana;3;
4268;comisión;2;
4269;pleno;6;
4270;"Deportes; POLIDEPORTIVOS MUNICIPALES;";1;
4274;"asfaltado; aceras; calzadas";2;
4276;publicidad coches medio ambiente sost...;1;
4278;"Educación; Equidad; Movilidad";1;
4280;Spam;2;
4281;Emprendimiento;6;
4282;Vivero de empresas;1;
4283;Mercado municipal;2;
4287;"reciclaje; envases;vidrio";1;
4288;"papel; contenedores";1;
4289;parque la Gavia;1;
4290;Ensanche Vallecas;5;
4291;A-3;1;
4292;plaza de la cebada;2;
4293;recarga;2;
4294;pipican;11;
4295;Hortaleza Canillas nomre distrito;1;
4296;URXPNX;1;
4297;Alcalá;3;
4298;LSUIQJ;1;
4300;Pasarela Santa Eugenia;1;
4301;Villa Vallecas;2;
4302;Residencia mayores Carabanchel;1;
4303;biblioteca carabanchel;1;
4304;centro social;22;
4305;solar calle Antonio López;1;
4306;campo de fútbol Puerta Bonita;1;
4307;estación chamartín;1;
4308;canchas baloncesto;3;
4309;biblioteca las tablas;1;
4310;Salud y Urgencias Hospitalarias.;1;
4312;Estados Generales;1;
4313;Escuela Infantil;4;
4316;JM Cagigal;1;
4317;Colonia Manzanares;1;
4318;"Medio Ambiente;";3;
4319;polideportivo Las Tablas;1;
4320;Debate presupuestos participativos;1;
4321;Animales perros;2;
4322;Cultura Bibliotecas;1;
4323;VAO transporte conexión centro concil...;1;
4324;Marginalidad;1;
4325;Seguridad Peatones;2;
4326;Deportes..movilidad...sostenibilidad....;1;
4329;"Movilidad; calle Valle de Mena";1;
4331;Votación igualatoria en Comunidad Aut...;1;
4332;Urbanismo y Conservación de la via pú...;4;
4333;educacion empleo;2;
4334;Patrimonio Histórico;6;
4335;skate park;4;
4339;Solares abandonados;1;
4340;XXBOHO;1;
4341;inés sabanés;1;
4344;Derechos Sociales Distritos Medio Amb...;1;
4345;Gente de Villaverde;1;
4350;xcnwmi;1;
4356;ElPardo;1;
4364;Seguridad y Emergencias. Sostenibilidad;1;
4365;Urbanismo.;2;
4368;concejala;6;
4369;Limpieza y Salud;1;
4370;cambiar voto;1;
4371;Santiago;1;
4372;Carmen;1;
4373;Institutos.;1;
4374;Plazas azules;2;
4375;Plazas verdes;2;
4376;Cultura #15M;1;
4378;Terminar de cubrir M-40;1;
4379;AVAUSTRIAS;8;
4380;Contaminación Odorífera;1;
4381;Chamberí Tetuan Cuatro Caminos Nazis ...;1;
4382;Deportes-Equipamiento barrio;26;
4383;pantallas;1;
4384;acusticas;1;
4385;autovia;2;
4386;autopista;2;
4387;cacas perro;1;
4388;reutilización;2;
4389;impuesto botellas;1;
4390;repetición de propuestas;1;
4391;unificación de ideas;1;
4392;atraco;1;
4393;Henos García Noblejas;1;
4394;Adolfo Suárez;2;
4395;violencia sexista;1;
4396;"Apoyos;Propuestas";1;
4397;dqjjdx;1;
4398;#urbanismo  #pasodepeatones #salamanca;1;
4399;ciudadanía activa;1;
4401;"Cultura;Turismo;Historia";1;
4402;Francisco Pérez;1;
4403;Servicios postales  paquetería;1;
4404;SERVICIO DE LIMPIEZA;1;
4405;notificaciones;2;
4406;C General Ricardos solár abandonado;1;
4407;Elipa;3;
4408;#Fuencarral #ElPardo #Pleno;1;
4409;convivencia igualdad justicia;1;
4410;mobilidad;3;
4411;Deportes Transporte;1;
4412;Educación y Cultura;2;
4413;Espacio de trabajo;1;
4414;sancion;1;
4416;impuestos gasto responsable;1;
4417;Protección del Menor;1;
4418;Supermercado;1;
4419;desfavorecido;1;
4421;Firma electrónica: no aceptada por el...;1;
4422;Suministros básicos;1;
4423;bebes;2;
4424;"PARQUES"" ""NIÑOS"" ""PADRES"" ""DIVERSION""...";1;
4425;voluntari@s por Madrid;2;
4426;acogida;1;
4428;alumbrado público;1;
4430;Rejas;1;
4431;Alameda de Osuna.;1;
4432;Jornada de Puertas Abiertas;1;
4433;Pleno Abierto;2;
4434;grupos municipales;1;
4435;plenoabierto;351;
4437;educación.;2;
4438;Derechos adquiridos....¿papel mojado;1;
4439;Montserrat Galcerán;1;
4440;BANCO;1;
4441;ALIMENTOS;2;
4442;Filosofía;2;
4443;LOMCE;1;
4444;Pensamiento;1;
4445;Bachillerato;2;
4446;Prevención;3;
4447;acoso;6;
4448;bajos;2;
4449;"Derechos Sociales;Transparencia";1;
4450;Cercanías Renfe;6;
4451;Mercados de Barrio;2;
4452;Normativa y Participación;1;
4453;ADN;2;
4454;presupuesto;1;
4455;campaña;1;
4456;acoger;1;
4458;Rocodromo;4;
4459;Escalada;5;
4460;EvaPeron;1;
4461;no residentes;1;
4462;Blablacar;1;
4463;Escuelas Municipales Música;1;
4464;Integración social;4;
4465;"Equidad; Distritos; Urbanismo";1;
4466;Venta regulada en espacios regulados.;1;
4467;"autobus; paradas; frecuencia; informa...";2;
4469;Prisión para pobres ¿JUSTICIA;1;
4470;Ley de dependencia;1;
4471;Dependientes;1;
4472;Laicidad;2;
4473;linea10;4;
4474;pantallastelevision;2;
4475;vagones;1;
4476;incidencias;2;
4477;T4;1;
4478;Banco de alimentos municipal;1;
4479;grandes superficies;2;
4480;Rutas Turísticas;3;
4481;Turismo y tecnología;1;
4482;Comercio Minorista;1;
4483;Distritos medio ambiente sostenibilid...;1;
4484;cacas perros aplicaciones limpieza;1;
4485;pobreza. derechos sociales;1;
4487;castigos ejemplares;1;
4488;Yolanda Rodríguez;1;
4489;juntas municipales;1;
4490;Modelo Productivo;2;
4491;oficina ciudadano;1;
4492;tramites;1;
4493;Chopera;1;
4494;marca españa;1;
4495;Junta de Gobierno;1;
4496;portavoz;2;
4497;La limpieza es cosa nuestra;1;
4498;Procesos Sectoriales;1;
4499;arbustos;4;
4500;césped;4;
4501;ejercicios;1;
4502;UAM;1;
4503;Atlético;1;
4505;deportes.;3;
4506;Salud y medio ambiente;4;
4507;Circualción;1;
4508;parqueretiro correr nike grupocarrera...;1;
4510;#Pleno #Fuencarral #ElPardo;1;
4511;Marta Gómez;1;
4512;Junta Municipal de Distrito;1;
4513;animales domésticos;2;
4514;ordenanza;2;
4515;Sanidad animal;1;
4516;Iniciativas Culturales y Artísticas a...;1;
4517;peligro;4;
4518;Medio Ambiente Ruido Camiones Centro ...;1;
4519;"fuentes; ornamentales; realmadrid";1;
4520;Antoniosoyyo;1;
4521;Purificación Causapié;1;
4522;grupo municipal;1;
4523;Educación  ciudadana;2;
4524;tres olivos;7;
4525;linea 10;1;
4526;transbordo;1;
4527;sopladoras;1;
4528;pinchazos;1;
4529;peatonizar;3;
4530;mejorar la actividad escolar;1;
4531;navalcarnero tren caravanaA5;1;
4532;24 horas;2;
4533;generacion empleo;1;
4534;dinero publico eficiente;1;
4535;fraude iva;1;
4536;activacion economia;1;
4537;financiacion sin contar bancos;1;
4538;inclusion programa electoral;1;
4539;Japón;2;
4540;aparcacoches restaurantes lujo multas...;1;
4541;derechos sociales y participación;2;
4544;MadridPuertaNorte;1;
4545;Operacion Chamartin;1;
4546;"Velocidad máxima; pavimento deslizante";1;
4547;M50;1;
4548;M-50;1;
4549;Plaza Comendadoras;1;
4550;madrid radar 50km batan infraestructura;1;
4551;Paternidad;3;
4552;Parque de las Cruces;1;
4553;Aparcamiento SER y retirada obligada ...;1;
4554;Polen;2;
4555;Platanus;2;
4556;Cipress;1;
4557;gramineas;2;
4558;asma;2;
4559;alergias;2;
4561;Localización;1;
4562;Geolocalización;1;
4565;"Cultura; Movilidad; Urbanismo";1;
4566;Nombrar Madrid;1;
4567;Arquitectura verbal;1;
4568;limpieza.;1;
4569;actuaciones;1;
4570;cuña verde;3;
4572;Internet gratis para todosas en parqu...;1;
4573;arquitectura patrimonio historia edif...;1;
4574;Cesar Alarcos Sobrino;1;
4575;Labitis;3;
4576;Asociaciones de vecinos;1;
4577;participación vecinal;2;
4578;subvenciones públicas.;1;
4579;Biblioteca Pública;1;
4580;San Pascual;3;
4581;Los Berrocales;1;
4582;Edificio Edificio España;1;
4583;Wanda;1;
4584;"Fiestas; policía; queja";1;
4585;graffitti;1;
4586;paredes;1;
4587;decorar;1;
4588;Reorganización;1;
4589;Línea30;1;
4590;Distritos centro;1;
4591;Sanidad urgente;1;
4592;('Calles de peatones de Aravaca estac...;1;
4593;camión;1;
4594;dormir;2;
4595;procesos selectivos;2;
4596;bolsa de empleo;1;
4597;Almenara;1;
4598;Ventilla;2;
4599;unico;1;
4600;Precio alquiler;1;
4601;.   Urbanismo;1;
4602;Distritos de Chamartín y Fuencarral;2;
4603;Transporte.;2;
4604;Tradición;3;
4605;recintos;1;
4606;caninos;3;
4607;Derechos Sociales y seguridad de los ...;1;
4608;Piscina Verano;1;
4609;Sostenibilidad.Parque.Ocio;1;
4610;parque en guindalera.parque avenidas....;1;
4611;venta a domicilio;1;
4612;venta puerta a puerta;1;
4613;venta a puerta fría;1;
4614;venta telefónica;1;
4615;¿Puede una simple medida prevenir el ...;1;
4617;empleado;1;
4618;zona libre;1;
4619;alergías;1;
4620;SEAIC;1;
4621;Ayuda embarazo;1;
4622;sistema;2;
4623;error;3;
4624;revisión;2;
4625;libres;1;
4626;#goodgestion #malagestion #caminenpor...;1;
4627;injusticia usera pradolongo;1;
4628;brecha digital;2;
4629;sistema de votación;1;
4630;votos en contra;1;
4631;oposición;1;
4632;Limpieza playa chorros;1;
4633;Estacion de Bicis;1;
4634;Pleno Ordinario;1;
4635;"Derechos Sociales; Medio Ambiente; Pa...";1;
4636;Valle de Mena;1;
4637;BAR -BICI;1;
4638;BAR A PEDALES;1;
4639;TRAFICO EN ATOCHA;1;
4640;ROTONDA DE ATOCHA;1;
4641;"Seguridad y emergencias; urbanismo";2;
4642;Plaza de Castilla;2;
4643;Canal Isabel II;1;
4644;pobreza infantil;1;
4645;centro cultural moderno arte infraest...;1;
4646;música locales de ensayo conciertos s...;1;
4647;Dentistas;1;
4648;VIVIENDA PUBLICA;2;
4649;"Distintos; Ocio";1;
4650;Seguridad y deporte;1;
4651;pivotes;1;
4652;mejoras;3;
4653;Bebidas alcoholicas;1;
4654;festival;1;
4655;vial;2;
4656;respeto y convivencia;1;
4657;Tenis Pistas Arganzuela Legazpi;1;
4658;#PlenoFuencarral #EstadodelDistrito #...;1;
4659;Menores en conflicto y familias;1;
4660;Motores;1;
4661;Compras;1;
4664;Civismo y respeto a los niños.;1;
4665;Organización web;1;
4666;Conciencia de clase;1;
4667;taurino;1;
4668;antitaurino;1;
4669;diabetes;3;
4670;empadronado;1;
4671;no empadronado;1;
4672;recaudatoria;1;
4673;no funciona;1;
4674;plata y castañar;1;
4675;estanque;1;
4676;discoteca;1;
4677;CONTROL DE PERROS;1;
4678;"sostenibilidad;empleo;equidad;derecho...";1;
4679;Calidad del aire;13;
4681;Deportes baloncesto;2;
4684;memoria  histórica;1;
4685;historia.;1;
4686;facilitar;1;
4687;Implantación del vehículo eléctrico e...;1;
4688;pasos de cebra;5;
4689;Zona Centro;1;
4690;reducida;1;
4691;asesoramiento;1;
4692;legal;2;
4693;obras en hogares particulares;1;
4694;Violencia machista propuestas;1;
4695;Derecho a la vida;1;
4696;iniciativas sociales;1;
4697;libertad de opinión;1;
4698;libertad sexual;1;
4699;Ideología de género;1;
4700;identidad sexual;1;
4701;libertad de la infancia.;1;
4702;"Empleo; Infancia; Conciliación; Mater...";1;
4703;lgtbi;6;
4704;Urbanismo y medio ambiente;3;
4705;Adelfas urbanizar limpieza;1;
4706;GARANTIZAR SALUD CON VERGÜENZA BANCARIA;1;
4707;Educación en Derechos Humanos;3;
4708;Libertad religiosa;1;
4709;Resultados;1;
4710;justo;2;
4712;heterosexualidad;1;
4713;Inseguridad ciudadana;2;
4714;viandante;1;
4715;"fuencarral el pardo; transporte; emt";1;
4716;Movilidad Electrica;1;
4717;BiciMand Transporte;1;
4718;Movilidad 100% limpia;1;
4719;"educación;comedor";1;
4720;Responsabilidad;3;
4721;Acuerdos;1;
4722;Ley Mordaza;1;
4723;No Violencia;1;
4724;No machismo;1;
4725;No discriminación;9;
4726;Ocupación;1;
4727;Ramal;1;
4728;Avenida Valladolid;2;
4729;Movilidad y seguridad;1;
4730;exclusión;1;
4731;Delitos en Web;1;
4732;Rio Manzanares;1;
4733;Caudal y Limpieza;1;
4734;Derechos Socialea;1;
4735;"movilidad; cercanías; tren;";1;
4737;mental;1;
4738;municipios;1;
4739;inversiones;1;
4740;parque de Roma;1;
4741;ampliación;2;
4742;urbano;1;
4743;Mejorar la estética  en los comercios...;1;
4745;Recopilatorio;1;
4746;Por el sercio a la sociedad.;1;
4747;parque Guindalera;1;
4749;Latina Movilidad Urbanismo;2;
4750;"urbanismo; las aguilas; construccion;...";1;
4751;#interinos #medioambiente #oficialdej...;1;
4753;Dimisión;1;
4754;restringir;1;
4755;"aparcamiento; impuestos; abuso; Ser; ...";1;
4756;ruído;2;
4757;idioma;1;
4758;POLICIAS MUNICIPALES RAMBOS;1;
4759;laboral;2;
4760;escolar;2;
4761;familiar;1;
4762;sábados;1;
4763;Planeamiento;1;
4764;Ordenación;1;
4765;habitable;2;
4766;clasificación;2;
4767;incívicos;1;
4768;pis;2;
4769;vómitos;1;
4770;"movilidad; carsharing; compartir; eco...";1;
4773;petición;1;
4774;vao;1;
4775;entradas;1;
4776;Extorsión;1;
4777;eventos deportivos;1;
4778;"Puente de Segovia; Seguridad; Madrid ...";1;
4779;peña labra;1;
4780;Bioética;1;
4781;limpio;4;
4783;panel informativo;1;
4784;tiempo espera;1;
4785;parada;4;
4786;derechos del hombre;1;
4787;exilio y refugio;1;
4788;paseo extremadura;3;
4789;puerta del angel;4;
4790;socavones;3;
4791;caidas;1;
4792;Parque de la Huella;1;
4793;controles policiales;1;
4794;Coslada;3;
4795;Interubanos;1;
4796;incentivos;1;
4798;renovación;2;
4799;Urbanismos;1;
4800;zona;1;
4801;habilitar;1;
4802;Medio;1;
4804;mediosdetransporte;1;
4805;esto no es participar;1;
4806;alimentacion;1;
4807;Lucha contra corrupción;2;
4808;Mediación intercultural y comunitaria;1;
4809;Libertad pensamiento;1;
4810;Confesiones religiosas;1;
4811;Libertad conciencia;1;
4812;Aconfesionalidad;1;
4813;Laico;1;
4814;Derecho manifestación;1;
4815;Verdad Justicia y Reparación;1;
4816;Violaciones derechos humanos;1;
4817;Crímenes derecho internacional;1;
4818;Protección víctimas;1;
4819;radioactividad;1;
4820;antenas;2;
4821;radiológico;1;
4822;proceso participativo;1;
4823;Lucha contra la trata;1;
4824;Interseccionalidad;3;
4825;Transexualidad;1;
4826;LGTBI fobia;1;
4827;Delitos de odio;2;
4828;Xenofobia;2;
4829;Personas refugiadas;1;
4830;Ciudades-refugio;1;
4831;Migrantes;2;
4832;Madrid te acoge;1;
4833;Plan municipal de Infancia y Adolesce...;1;
4834;Diversidad funcional;12;
4835;Esther Rodriguez;1;
4836;comer;1;
4837;confortable;1;
4838;Espacios infantiles. Espacios para nu...;1;
4839;Adicciones;1;
4840;Sinhogarismo;3;
4841;Desalojos;1;
4842;Barrio del Pliar;1;
4843;Personas dependientes;1;
4844;Empleadas del hogar;1;
4845;Protección social;1;
4846;Solidaridad Global;2;
4847;Cooperación;3;
4848;Coherencia de Políticas;1;
4849;Paz Global;1;
4850;"Política fiscal; Obligaciones transve...";2;
4851;empresas y derechos humanos;1;
4852;"Derechos Humanos; Obligaciones transv...";3;
4853;"Obligaciones transversales; Derechos ...";1;
4854;Obligaciones transversales;2;
4855;"Animales; defensa animal; Zoo; Delfines";1;
4856;zona agility;2;
4857;pliego;1;
4858;acción;1;
4859;campus;1;
4860;AparcamientoMedio Ambiente Opañel;1;
4861;"Salud;";2;
4862;Madrid Salud;1;
4863;comunidad madrid;1;
4864;cargos;1;
4865;Cumplimiento de las leyes;2;
4866;Transparencia.  Empleo.  Prosperidad....;1;
4867;"Urbanismo; Civismo";2;
4868;Gestión Municipal;1;
4869;´SOLUCIONA MADRID´;1;
4870;ayuntamiento favorece el coche partic...;1;
4871;NO SÉ ETIQUETAR ESTA PROPUESTA;1;
4872;Latina.;1;
4873;DemocraciaRepresentativa;1;
4875;CríticaDespiadada;1;
4876;EspacioDePensamiento;1;
4877;EleganciaEInteligencia;1;
4878;LoLlamanDemocraciaParticipativaYNoLoEs;1;
4879;FARSA;1;
4880;tala;1;
4881;Mupi;1;
4882;transporte bicicleta contaminación ca...;1;
4883;madrileño;1;
4884;Medio Ambiente - Movilidad - Sostenib...;1;
4885;áreas caninas;5;
4887;Parques o Jardines;1;
4888;Extrarradios;1;
4889;Correo en SPAM;1;
4890;conciencia;1;
4891;Paseo de las  Artes. Paso del Prado. ...;1;
4892;criaderos;1;
4893;Cisculación;2;
4894;"comisaría;Sanchinarro;Valdebebas;Las ...";1;
4895;Restricción de entrada a la ciudad de...;1;
4896;Participación gofit;1;
4898;circuilación;1;
4899;Medio Ambiente Limpieza;1;
4901;Ruido sostenibilidad;1;
4902;desigualdad de género;1;
4903;obreros;1;
4904;N903;1;
4905;cambio de recorrido;1;
4906;parada en isaac peral;1;
4907;parada ruperto chapí;1;
4908;Transporte urbano;2;
4909;ciudad lineall;1;
4910;pasarela;2;
4911;atencionalpublico quejas;1;
4912;Bibliometro;2;
4913;Silencio;1;
4914;telefonía;1;
4915;radiación;1;
4916;Derechos sociales derenchos humanos;1;
4917;fotografia;1;
4918;hanatetuania@gmail.com;1;
4919;inquilino;1;
4920;propietario;1;
4921;Barrio de Tetuán;1;
4922;Desempleo Limpieza Medioamiente;1;
4923;Protección derechos infancia;1;
4924;transporte alternativo;1;
4925;Carriles bici Independientes;1;
4926;aves;7;
4927;"metro; movilidad; transporte público;";3;
4928;parabrisas;1;
4929;Criterios para decidir que propuesta ...;1;
